id,title,author,subject,year_of_publication,edition,ISBN,publisher,seller,price_foreign_currency,price_indian_currency,link,medium
,"EMBEDDED MECHATRONICS SYSTEM DESIGN FOR UNCERTAIN ENVIRONMENTS: LINUX®-BASED, RASBPIAN®, ARDUINO® AND MATLAB® XPC TARGET APPROACHES",Cheng Siong Chin,ECE,2018,,9781785613227,IET PUBLISHING,1,BP 130,,https://shop.theiet.org/embedded-mechatronics-system-design-for-uncertain-environments,
,Embedded Systems Circuits And Programming,Sanchez,ECE,2020,,9780367413897,Crc Press,1,,Rs. 5495,https://www.routledge.com/Embedded-Systems-Circuits-and-Programming/Sanchez-Canton/p/book/9781138074064,
,EMBEDDED SYSTEMS DESIGN WITH FPGAS,"Nicolas Sklavos Peter Athanas, Dionisios Pnevmatikatos",ECE,2020,,9781071604007,SPRINGER,1,,Rs. 1995,https://www.springer.com/gp/book/9781461413615,
,ENABLING 5G COMMUNICATION SYSTEMS TO SUPPORT VERTICAL INDUSTRIES,"Muhammad Ali Imran (Editor), Yusuf Abdulrahman Sambo (Editor), Qammer H. Abbasi (Editor)",ECE,2019,,9781119515531,JOHN WILEY,1,US$ 120,,https://www.wiley.com/en-in/Enabling+5G+Communication+Systems+to+Support+Vertical+Industries-p-9781119515562,
,"ENCYCLOPEDIA OF APPLIED ELECTROCHEMISTRY, 3 VOLUMES SET", Kreysa,ECE,2020,,9781071605448,SPRINGER,1,,Rs. 19995,https://www.springer.com/gp/book/9781441969958,
,ENERGY MANAGEMENT STRATEGIES FOR ELECTRIC AND PLUG-IN HYBRID ELECTRIC VEHICLES,Sheldon S. Williamson,ECE,2020,,9781071605714,SPRINGER,1,,Rs. 1995,https://www.springer.com/gp/book/9781461477105,
,"ENERGY STORAGE AT DIFFERENT VOLTAGE LEVELS : TECHNOLOGY, INTEGRATION, AND MARKET ASPECTS"," Ahmed F. Zobaa, Paul F. Ribeiro ",ECE,2018,,9781785613494,IET PUBLISHING,1,BP 115,,https://shop.theiet.org/energy-storage-at-differ-1e,
,"ENERGY STORAGE, GRID INTEGRATION, ENERGY ECONOMICS, AND THE ENVIRONMENT",Radian Belu,ECE,2020,1st,9780367261405,T&F/CRC PRESS,1,BP 74.99,,https://www.routledge.com/Energy-Storage-Grid-Integration-Energy-Economics-and-the-Environment/Belu/p/book/9780367261405,
,ENGINEERING ELECTROMAGNETICS,William Hayt and John Buck,ECE,2018,9th,9781260084566,MC GRAW HILL,1,US$ 54.5,,https://www.mheducation.com/highered/product/engineering-electromagnetics-hayt-buck/M9780078028151.html,
,EQUIPMENT HEALTH MONITORING IN COMPLEX SYSTEMS,"Stephen P. King, Andrew R. Mills, Visakan Kadirkamanathan, Dave A. Clifton",ECE,2018,,9781608079728,ARTECH HOUSE,1,BP 120,,https://us.artechhouse.com/Equipment-Health-Monitoring-in-Complex-Systems-P1936.aspx,
,Essential Guide To Semiconductors,John Holland,ECE,2018,,9781632385949,Ny Research Press,1,US$ 155,,https://www.nyresearchpress.com/book/162,
,FLAT PANEL DISPLAY MANUFACTURING,"Jun Souk, Shinji Morozumi, Fang-Chen Luo, Ion Bita",ECE,2018,,9781119161349,JOHN WILEY,1,US$ 160,,https://www.wiley.com/en-in/Flat+Panel+Display+Manufacturing-p-9781119161363,
,Fractional Order Processes,Damarla,ECE,2018,,9781138586741,Crc Press,1,BP 120,,https://www.routledge.com/Fractional-Order-Processes-Simulation-Identification-and-Control/Damarla-Kundu/p/book/9781138586741,
,FUNDAMENTALS OF ELECTRIC MACHINES: A PRIMER WITH MATLAB : A PRIMER WITH MATLAB,"Warsame Hassan Ali, Matthew N. O. Sadiku, Samir Abood",ECE,2019,1st,9780367250980,T&F/CRC PRESS,1,BP 77,,https://www.routledge.com/Fundamentals-of-Electric-Machines-A-Primer-with-MATLAB-A-Primer-with-MATLAB/Ali-Sadiku-Abood/p/book/9780367250980,
,"FUNDAMENTALS OF ELECTROMAGNETISM: VACUUM ELECTRODYNAMICS, MEDIA, AND RELATIVITY",Damian Zanette Arturo López Dávalos,ECE,2020,,9783662610572,SPRINGER,1,,Rs. 1495,https://www.springer.com/gp/book/9783540654483,
,Fundamentals Of Nonlinear Optics,Powers Peter E.,ECE,2018,,9780815350941,Crc Press,1,,Rs. 3595,https://www.routledge.com/Fundamentals-of-Nonlinear-Optics/Powers-Haus/p/book/9780367874117,
,Fundamentals Of Signal Processing In Metric Spaces With Lattice Properties,Popoff,ECE,2018,,9781138099388,Crc Press,1,BP 140,,https://www.routledge.com/Fundamentals-of-Signal-Processing-in-Metric-Spaces-with-Lattice-Properties/Popoff/p/book/9781138099388,
,Fundamentals Of Solid State Engineering,Razeghi,ECE,2019,,9783319757070,Springer Nature,1,EUR 109.99,,https://www.springer.com/in/book/9783319757070,
,Handbook Of Electric Machines,Brian Robinson,ECE,2018,,9781682513842,Intelliz Press,1,US$ 155,,http://intellizpress.com/index.php?route=product/product&product_id=405&search=9781682513842,
,HANDBOOK OF GAN SEMICONDUCTOR MATERIALS AND DEVICES,"Wengang (Wayne) Bi, Haochung (Henry) Kuo, Peicheng Ku, Bo Shen",ECE,2018,1st,9781498747134,T&F/CRC PRESS,1,BP 240,,https://www.routledge.com/Handbook-of-GaN-Semiconductor-Materials-and-Devices/Bi-Kuo-Ku-Shen/p/book/9781498747134,
,HANDBOOK OF OPTOELECTRONIC DEVICE MODELING AND SIMULATION (TWO-VOLUME SET),Joachim Piprek,ECE,2018,,9781498749381,T&F/CRC PRESS,1,BP 325,,https://www.routledge.com/Handbook-of-Optoelectronic-Device-Modeling-and-Simulation-Two-Volume-Set/Piprek/p/book/9781498749381,
,Handbook Of Optoelectronics (Three-Volume Set),Dakin,ECE,2018,2nd,9781482241723,Crc Press,1,BP 425,,https://www.routledge.com/Handbook-of-Optoelectronics-Second-Edition-Three-Volume-Set/Dakin-Brown/p/book/9781482241723,
,Harmonic Generation Effects Propagation And Control,Das,ECE,2018,,9781498745468,Crc Press,1,BP 120,,https://www.routledge.com/Harmonic-Generation-Effects-Propagation-and-Control/Das/p/book/9781498745468,
,Hierarchical Protechtion For Smart Grids,Jing Ma,ECE,2018,,9781119304807,Wiley-Ieee Press,1,US$ 145,,https://www.wiley.com/en-mn/Hierarchical+Protection+for+Smart+Grids-p-9781119304821,
,High Voltage Engineering,Peter Mackintosh,ECE,2018,,9781635496895,Larsen And Keller Education,1,US$ 135,,https://larsen-keller.com/book/296,
,High-Voltage Test And Measuring Techniques,"Hauschild, Wolfgang Et.Al",ECE,2019,2nd,9783319974590,Springer Nature,1,EUR 129.99,,https://www.springer.com/in/book/9783319974590,
,INTEGRATED FAULT DIAGNOSIS AND CONTROL DESIGN OF LINEAR COMPLEX SYSTEMS,"Mohammadreza Davoodi, Nader Meskin, et al",ECE,2018,,9781785617058,IET PUBLISHING,1,BP 110,,https://shop.theiet.org/linear-complex-systems-1ed,
,Integration Of Large Scale Wind Energy With Electrical Power Systems In China,Lu,ECE,2018,,9781118910009,Wiley,1,US$ 150,,https://www.wiley.com/en-mn/Integration+of+Large+Scale+Wind+Energy+with+Electrical+Power+Systems+in+China-p-9781118910085,
,Intelligent Control In Drying,Alex Martynenko Et.Al.,ECE,2018,,9781498732758,Crc Press,1,BP 150,,https://www.routledge.com/Intelligent-Control-in-Drying/Martynenko-Buck/p/book/9781498732758,
,INTRODUCTION TO BASIC ELECTRONICS CONCEPTS AND APPLICATIONS,"Raghunandan G. H. , Raju Hazare",ECE,2019,,9789387511101,CENGAGE INDIA,1,,Rs. 350,https://www.cengage.co.in/category/higher-education/engineering-computer-science/electrical-electronics-communication-instrumentation-engineering/introductory/an-introduction-to-basic-electronics-concepts-and-applications-jz,
,Introduction To Electrical Power And Power Electronics,Patel Mukund R.,ECE,2020,,9780367372477,Crc Press,1,,Rs. 4995,https://www.routledge.com/Introduction-to-Electrical-Power-and-Power-Electronics/Patel/p/book/9781138076259,
,Introduction To Electrodynamics,Roger Carroll,ECE,2018,,9781635497069,Larsen And Keller Education,1,US$ 145,,https://larsen-keller.com/book/303,
,JOY OF FACTORING,"Wagstaff, Samuel S.",ECE,2019,,9781470454852,ORIENT BLACKSWAN,1,,Rs. 1160,https://orientblackswan.com/details?id=9781470454852,
,LOW-COST SOLAR ELECTRIC POWER,Lewis M. Fraas ,ECE,2020,,9783030384944,SPRINGER,1,,Rs. 1695,https://www.springer.com/gp/book/9783319075297,
,LOW-POWER DIGITAL VLSI DESIGN: CIRCUITS AND SYSTEMS,Bellaouar,ECE,2019,,9781071603109,Springer /MBS,1,,Rs. 2995,https://www.springer.com/gp/book/9780792395874,
,LTE COMMUNICATIONS AND NETWORKS: FEMTOCELLS AND ANTENNA DESIGN CHALLENGES,"Masood Ur Rehman, Ghazanfar Ali Safdar",ECE,2018,,9781119385226,JOHN WILEY,1,US$ 135,,https://www.wiley.com/en-in/LTE+Communications+and+Networks%3A+Femtocells+and+Antenna+Design+Challenges-p-9781119385257,
,Magnetics Dielectrics And Wave Propagation With Matlab Codes - Carmine Vittoria,Carmine Vittoria,ECE,2020,,9780367221379,Crc Press,1,,Rs. 3995,https://www.routledge.com/Magnetics-Dielectrics-and-Wave-Propagation-with-MATLAB-Codes/Vittoria/p/book/9781439841990,
,"MECHATRONIC SYSTEMS, SENSORS, AND ACTUATORS: FUNDAMENTALS AND MODELING, 2ND EDITION ", H. Bishop,ECE,2019,2nd,9780367269777,T&F/INDIA,1,,Rs. 4995,https://www.routledge.com/Mechatronic-Systems-Sensors-and-Actuators-Fundamentals-and-Modeling/Bishop/p/book/9780849392580,
,Mechatronics And Control Of Electromechanical Systems,Sergey Edward Lyshevski,ECE,2020,,9780367372569,Crc Press,1,,Rs. 4395,https://www.routledge.com/Mechatronics-and-Control-of-Electromechanical-Systems/Lyshevski/p/book/9780367656423,
,MECHATRONICS: ELECTRONICS IN PRODUCTS AND PROCESSES,"BRADLEY D. A. , D. DAWSON ET. ALL",ECE,2019,,9780367111885,T&F INDIA,1,,Rs. 1095,https://www.routledge.com/Mechatronics-Electronics-in-Products-and-Processes/Bradley-Loader-Burd-Dawson/p/book/9780748757428,
,Microelectronic Materials,Grovenor,ECE,2020,,9780367411725,Crc Press,1,,Rs. 6495,https://www.routledge.com/Microelectronic-Materials/Grovenor/p/book/9780852742709,
,MICROWAVE INTEGRATED CIRCUIT COMPONENTS DESIGN THROUGH MATLAB®,RAGHAVAN,ECE,2020,,9780367243128,T&F/CRC PRESS,1,BP 74.99,,https://www.routledge.com/Microwave-Integrated-Circuit-Components-Design-through-MATLAB/Raghavan/p/book/9780367243128,
,MODERN DISTRIBUTION SYSTEMS WITH PSCAD ANALYSIS,ATOUSA YAZDANI,ECE,2018,,9781138033559,CRC PRESS ,1,BP 63.99,,https://www.routledge.com/Modern-Distribution-Systems-with-PSCAD-Analysis/Yazdani/p/book/9781138033559,
,MODERN ELECTROCHEMISTRY - VOLUME 1 - IONICS,"John O'M Bockris , Amulya K.N Reddy , John O'M. (Ed.) Bockris",ECE,2018,2nd,9781493977291,SPRINGER INDIA,1,,Rs. 1495,https://www.springer.com/gp/book/9780306455544,
,MODERN ELECTROCHEMISTRY 2A - FUNDAMENTALS OF ELECTRODICS,John O'M. Bockris and Amulya K.N Reddy,ECE,2018,,9781493977307,SPRINGER INDIA,1,,Rs. 1495,https://www.springer.com/gp/book/9780306461668,
,"MODERN ELECTROCHEMISTRY 2B - ELECTRODICS IN CHEMISTRY, ENGINEERING, BIOLOGY AND ENVIRONMENTAL SCIENCE",John O'M. Bockris and Amulya K.N Reddy,ECE,2018,,9781493977314,SPRINGER INDIA,1,,Rs. 1495,https://www.springer.com/gp/book/9780306463242,
,MODERN OPTICS AND PHOTONICS OF NANO- AND MICROSYSTEMS,Yu. N. Kulchin,ECE,2018,,9780815369769,T&F/CRC PRESS,1,BP 190,,https://www.routledge.com/Modern-Optics-and-Photonics-of-Nano--and-Microsystems/Kulchin/p/book/9780815369769,
,Modern Power System Analysis,Gonen Turan,ECE,2018,2nd,9781138582781,Crc Press,1,,Rs. 4895,https://www.routledge.com/Modern-Power-System-Analysis/Gonen/p/book/9781466570818,
,Modern Sensor Systems: Design And Applications,Bob Tucker,ECE,2018,,9781632406569,Clanrye International,1,US$ 154.95,,https://www.clanryeinternational.com/book/298,
,MULTIDIMENSIONAL SIGNAL AND COLOR IMAGE PROCESSING USING LATTICES,Eric Dubois,ECE,2019,,9781119111740,JOHN WILEY,1,US$ 130,,https://www.wiley.com/en-in/Multidimensional+Signal+and+Color+Image+Processing+Using+Lattices-p-9781119111764,
,Multimedia Image And Video Processing,Ling Guan Et.Al,ECE,2020,2nd,9780367373122,Crc Press,1,,Rs. 6995,https://www.routledge.com/Multimedia-Image-and-Video-Processing/Guan-He-Kung/p/book/9781138072534,
,Musical Sound Effects: Analog And Digital Sound Processing,Réveillac,ECE,2018,,9781786301314,Wiley-Iste,1,US$ 150.95,,https://www.wiley.com/en-mn/Musical+Sound+Effects%3A+Analog+and+Digital+Sound+Processing-p-9781119482628,
,NANO-ELECTROMAGNETIC COMMUNICATION AT TERAHERTZ AND OPTICAL FREQUENCIES: PRINCIPLES AND APPLICATIONS,"Akram Alomainy, Ke Yang, et al.",ECE,2019,,9781785619038,IET PUBLISHING,1,BP 110,,https://shop.theiet.org/nano-electromagnetic-communication-at-terahertz-and-optical-frequencies,
,NANOMATERIALS IN ENERGY DEVICES,Jun Hieng Kiat,ECE,2018,,9781498763516,T&F/CRC PRESS,1,BP 105,,https://www.routledge.com/Nanomaterials-in-Energy-Devices/Kiat/p/book/9781498763516,
,"Nanophononics: Thermal Generation, Transport, And Conversion At The Nanoscale",Aksamija Zlatan,ECE,2018,,9789814774413,Routledge,1,BP 91.99,,https://www.routledge.com/Nanophononics-Thermal-Generation-Transport-and-Conversion-at-the-Nanoscale/Aksamija/p/book/9789814774413,
,NANOTECHNOLOGY: SYNTHESIS TO APPLICATIONS,"Sunipa Roy, Chandan Kumar Ghosh, Chandan Kumar Sarkar",ECE,2018,,9781138032736,T&F/CRC PRESS,1,BP 140,,https://www.routledge.com/Nanotechnology-Synthesis-to-Applications/Roy-Ghosh-Sarkar/p/book/9781138032736,
,NEURAL NETWORKS AND DEEP LEARNING,CHARU C. AGGARWAL,ECE,2018,,9783319944623,SPRINGER,1,EUR 59.99,,https://www.springer.com/in/book/9783319944623,
,Neural Networks For Robotics,Arana-Daniel,ECE,2018,,9780815378686,Crc Press,1,BP 120,,https://www.routledge.com/Neural-Networks-for-Robotics-An-Engineering-Perspective/Arana-Daniel-Alanis-Lopez-Franco/p/book/9780815378686,
,NUMERICAL AND ANALYTICAL METHODS WITH MATLAB FOR ELECTRICAL ENGINEERS,"BOBER, STEVENS",ECE,2019,,9781138046504,T&F INDIA,1,,Rs. 1695,https://www.routledge.com/Numerical-and-Analytical-Methods-with-MATLAB-for-Electrical-Engineers/Bober-Stevens/p/book/9781439854297,
,OPTICAL INSPECTION OF MICROSYSTEMS,Wolfgang Osten,ECE,2020,2nd,9781498779470,T&F/CRC PRESS,1,BP 172,,https://www.routledge.com/Optical-Inspection-of-Microsystems-Second-Edition/Osten/p/book/9781498779470,
,OPTICAL WDM NETWORKS: FROM STATIC TO ELASTIC NETWORKS,Devi Chadha,ECE,2019,,9781119393269,JOHN WILEY,1,US$ 130,,https://www.wiley.com/en-in/Optical+WDM+Networks%3A+From+Static+to+Elastic+Networks-p-9781119393344,
,PARTIES AND ELECTIONS IN AMERICA : THE ELECTORAL PROCESS,"MARK D. BREWER AND L. SANDY MAISEL	",ECE,2019,8th,9781538114346,Rowman & Littlefield Publishers,1,BP 49.95,,https://rowman.com/ISBN/9781538136072/Parties-and-Elections-in-America-The-Electoral-Process-Ninth-Edition,
,PHOTONICS AND FIBER OPTICS,"Tarun Kumar Gangopadhyay, Pathik Kumbhakar, Mrinal Kanti Mandal",ECE,2020,1st,9780367134570,T&F/CRC PRESS,1,BP 150,,https://www.routledge.com/Photonics-and-Fiber-Optics-Foundations-and-Applications/Gangopadhyay-Kumbhakar-Mandal/p/book/9780367134570,
,Photovoltaic Systems Engineering,Messenger Roger A. Et.Al,ECE,2020,3rd,9780815351375,Crc Press,1,,Rs. 3600,https://www.routledge.com/Photovoltaic-Systems-Engineering/Messenger-Abtahi/p/book/9780367736330,
,PHYSICAL OPTICS: PRINCIPLES AND PRACTICES,ABDUL AL AZZAWI,ECE,2019,,9780367242411,T&F INDIA,1,,Rs. 1295,https://www.routledge.com/Physical-Optics-Principles-and-Practices/Al-Azzawi/p/book/9780849382970,
,Physics Of Semiconductor Devices,"Rudan, Massimo",ECE,2018,2nd,9783319631530,Springer Nature,1,EUR 109.99,,https://www.springer.com/in/book/9783319631530,
,"PHYSICS OF SOLAR CELLS : PEROVSKITES, ORGANICS, AND PHOTOVOLTAIC FUNDAMENTALS", Juan Bisquert,ECE,2018,,9781138099968,T&F/CRC PRESS,1,BP 84.99,,https://www.routledge.com/The-Physics-of-Solar-Cells-Perovskites-Organics-and-Photovoltaic-Fundamentals/Bisquert/p/book/9781138099968,
,POWER ELECTRONIC CONVERTERS : INTERACTIVE MODELLING USING SIMULINK,Narayanaswamy P R Iyer,ECE,2018,,9780815368199,T&F/CRC PRESS,1,BP 120,,https://www.routledge.com/Power-Electronic-Converters-Interactive-Modelling-Using-Simulink/Iyer/p/book/9780815368199,
,POWER ELECTRONICS AND CONTROL TECHNIQUES FOR MAXIMUM ENERGY HARVESTING IN PHOTOVOLTAIC SYSTEMS , Femia,ECE,2019,,9780367269227,T&F/INDIA,1,,Rs. 2995,https://www.routledge.com/Power-Electronics-and-Control-Techniques-for-Maximum-Energy-Harvesting/Femia-Petrone-Spagnuolo-Vitelli/p/book/9781466506909,
,"POWER ELECTRONICS BASICS: OPERATING PRINCIPLES, DESIGN, FORMULAS, AND APPLICATIONS","YURIY ROZANOV, SERGEY RYVKIN, EVGENY CHAPLYGIN, PAVEL VORONIN",ECE,2019,,9780367241124,T&F INDIA,1,,Rs. 4495,https://www.routledge.com/Power-Electronics-Basics-Operating-Principles-Design-Formulas-and-Applications/Rozanov-Ryvkin-Chaplygin-Voronin/p/book/9780367655976,
,Power Electronics Handbook,Bryan Green,ECE,2018,,9781682513873,Intelliz Press,1,US$ 150,,http://intellizpress.com/index.php?route=product/product&product_id=408&search=9781682513873,
,POWER ELECTRONICS HANDBOOK,L. Skvarenina,ECE,2019,,9780367249601,T&F INDIA,1,,Rs. 3000,https://www.routledge.com/The-Power-Electronics-Handbook/Skvarenina/p/book/9780849373367,
,POWER ELECTRONICS:THYRISTOR CONTROLLED POWER FOR ELECTRIC MOTORS,R.S RAMSHAW,ECE,2019,,9789402416763,CHAPMAN AND HALL,1,,Rs. 1295,https://www.bspublications.net/book_detail.php?bid=1464,
,Power Engineering,"Badescu, Viorel Et.Al.",ECE,2019,,9781138705852,Crc Press,1,BP 180,,https://www.routledge.com/Power-Engineering-Advances-and-Challenges-Part-A-Thermal-Hydro-and-Nuclear/Badescu-Lazaroiu-Barelli/p/book/9781138705852,
,POWER GENERATION TECHNOLOGIES,Paul Breeze,ECE,2019,3rd,9780081026311,ELSEVIER,1,US$ 89.95,,https://www.elsevier.com/books/power-generation-technologies/breeze/978-0-08-102631-1,
,Power System Analysis: Short-Circutisload Flaw And Harmonics,J.C Das,ECE,2020,2nd,9780367373177,Crc Press,1,,Rs. 6995,https://www.routledge.com/Power-System-Analysis-Short-Circuit-Load-Flow-and-Harmonics-Second-Edition/Das/p/book/9781138075047,
,PRACTICAL GUIDE TO CHEMOMETRICS, Gemperline,ECE,2018,2nd,9781138568303,T&F INDIA,1,,Rs. 3995,https://www.routledge.com/Practical-Guide-To-Chemometrics/Gemperline/p/book/9781574447835,
,PRINCIPLES OF BASIC ELECTRICAL ENGINEERING : AS PER THE LATEST AICTE SYLLABUS,T.N. Nagsarkar & M.S. Sukhija,ECE,2018,,9780199491483,OXFORD UNIVERSITY PRESS,1,,Rs. 450,https://india.oup.com/product/principles-of-basic-electrical-engineering-9780199491483?,
,Probability And Random Processes For Electrical And Computer Engineers,"Charles Therrien, Murali Tummala",ECE,2018,,9781138569539,Crc Press,1,,Rs. 1195,https://www.routledge.com/Probability-and-Random-Processes-for-Electrical-and-Computer-Engineers/Therrien-Tummala/p/book/9781439826980,
,Radar Technology: Principles And Applications,Robert Campbell,ECE,2018,,9781682854877,Willford Press,1,US$ 153,,https://willfordpress.com/book/411,
,Radio Electronics And Engineering,Oliver Dunbar,ECE,2018,,9781635496901,Larsen And Keller Education,1,US$ 150,,https://larsen-keller.com/book/339,
,Real Time Embedded Systems: Open-Source Operating Systems Perspective,Ivan Cibrario Bertolotti Et.Al,ECE,2020,,9780367372484,Crc Press,1,,Rs. 4995,https://www.routledge.com/Real-Time-Embedded-Systems-Open-Source-Operating-Systems-Perspective/Bertolotti-Manduchi/p/book/9781138075160,
,"Recent Advances In Nonlinear Dynamics And Synchronization - With Selected Applications In Electrical Engineering, Neurocomputingtransportation",Kyamakya,ECE,2018,,9783319589954,Springer Nature,1,EUR 149.99,,https://www.springer.com/in/book/9783319589954,
,RECORDING SCIENCE IN THE DIGITAL ERA: FROM PAPER TO ELECTRONIC NOTEBOOKS AND OTHER DIGITAL TOOLS,Cerys Willoughby,ECE,2019,,9781788014205,RSC,1,BP 70,,https://pubs.rsc.org/en/results?searchtext=9781788014205,
,"REFLECTARRAY ANTENNAS: THEORY, DESIGNS, AND APPLICATIONS","Payam Nayeri, Fan Yang, Atef Z. Elsherbeni",ECE,2018,,9781118846766,JOHN WILEY,1,US$ 145.5,,https://www.wiley.com/en-in/Reflectarray+Antennas%3A+Theory%2C+Designs%2C+and+Applications-p-9781118846759,
,RELIABILITY ASSESSMENT OF LARGE ELECTRIC POWER SYSTEMS,Ronald N. Allan Roy Billinton,ECE,2020,,9781071604168,SPRINGER,1,,Rs. 2495,https://www.springer.com/gp/book/9780898382662,
,"RENEWABLE ENERGY SYSTEMS : FUNDAMENTALS AND SOURCE CHARACTERISTICS, 1ST EDITION",Radian Belu,ECE,2020,,9781482257441,T&F/CRC PRESS,1,BP 120,,https://www.routledge.com/Renewable-Energy-Systems-Fundamentals-and-Source-Characteristics/Belu/p/book/9781482257441,
,"RESERVOIR ENGINEERING HANDBOOK, 5TH EDITION",Tarek Ahmed,ECE,2018,,9780128136492,ELSEVIER,1,US$ 260,,https://www.elsevier.com/books/reservoir-engineering-handbook/ahmed/978-0-12-813649-2,
,SELF-HEALING MATERIALS: FROM FUNDAMENTAL CONCEPTS TO ADVANCED SPACE AND ELECTRONICS APPLICATIONS ,"Brahim Aïssa, Emile Haddad, et al.",ECE,2019,,9781785619922,IET PUBLISHING,1,BP 110,,https://shop.theiet.org/self-healing-materials-2nd-edition,
,Sensors For Diagnostics And Monitoring,Kevin Yallup Et.Al.,ECE,2018,,9780815370208,Crc Press,1,BP 115,,https://www.routledge.com/Sensors-for-Diagnostics-and-Monitoring/Yallup-Basirico/p/book/9780815370208,
,SHIPBOARD ELECTRICAL POWER SYSTEMS,R. Patel,ECE,2018,,9781138582354,T&F INDIA,1,,Rs. 2995,https://www.routledge.com/Shipboard-Electrical-Power-Systems/Patel/p/book/9780367430351,
,"SHIPBOARD PROPULSION, POWER ELECTRONICS, AND OCEAN ENERGY",R. Patel,ECE,2018,,9781138582361,T&F INDIA,1,,Rs. 2995,https://www.routledge.com/Shipboard-Propulsion-Power-Electronics-and-Ocean-Energy/Patel/p/book/9781138075443,
,SHORT-RANGE WIRELESS COMMUNICATION,Alan Bensky,ECE,2019,3rd,9780128154052,ELSEVIER,1,US$ 99.95,,https://www.elsevier.com/books/short-range-wireless-communication/bensky/978-0-12-815405-2,
,SIGNALS & SYSTEMS: A PRIMER WITH MATLAB,"SADIKU, MATTHEW N. O.",ECE,2018,,9781138570894,BSP BOOKS PVT.LTD,1,,Rs. 895,https://www.bspublications.net/book_detail.php?bid=1267,
,SMART MEMBRANES ,Liang-Yin Chu ,ECE,2019,,9781788012430,RSC,1,BP 179,,https://pubs.rsc.org/en/results?searchtext=9781788012430,
,Software And Systems Modeling,Chaohua Chen,ECE,2018,,9781682513309,Intelliz Press,1,US$ 150,,http://intellizpress.com/index.php?route=product/product&product_id=350&search=9781682513309,
,Solid-State Electronics: Theory And Methods,Ben Lee,ECE,2018,,9781682513835,Intelliz Press,1,US$ 155,,http://intellizpress.com/index.php?route=product/product&product_id=404&search=9781682513835,
,SPICE FOR CIRCUITS AND ELECTRONICS,Muhammad H Rashid,ECE,2019,4th,9789386668653,CENGAGE INDIA,1,,Rs. 499,https://www.cengage.co.in/category/higher-education/engineering-computer-science/electrical-electronics-communication-instrumentation-engineering/circuits/spice-for-circuits-and-electronics-nm,
,SPICE FOR POWER ELECTRONICS AND ELECTRIC POWER,RASHID MUHAMMAD H.,ECE,2018,3rd,9780815383666,CRC PRESS,1,,Rs. 1095,https://www.routledge.com/SPICE-for-Power-Electronics-and-Electric-Power/Rashid/p/book/9781138077676,
,SYSTEMS ENGINEERING OF SOFTWARE-ENABLED SYSTEMS,Richard E. Fairley,ECE,2019,,9781119535010,JOHN WILEY,1,US$ 134.95,,https://www.wiley.com/en-in/Systems+Engineering+of+Software+Enabled+Systems-p-9781119535034,
,"TECHNICAL WRITING : A PRACTICAL GUIDE FOR ENGINEERS, SCIENTISTS, AND NONTECHNICAL PROFESSIONALS",Phillip A. Laplante,ECE,2019,2nd,9781138628106,T&F/CRC PRESS,1,BP 42.99,,https://www.routledge.com/Technical-Writing-A-Practical-Guide-for-Engineers-Scientists-and-Nontechnical/Laplante/p/book/9781138628106,
,THERMOELECTRICS HANDBOOK: MACRO TO NANO , Rowe,ECE,2018,,9781138387812,T&F/INDIA,1,,Rs. 6000,https://www.routledge.com/Thermoelectrics-Handbook-Macro-to-Nano/Rowe/p/book/9780849322648,
,"ULTRA DENSE NETWORKS FOR 5G AND BEYOND: MODELLING, ANALYSIS, AND APPLICATIONS",DUONG,ECE,2019,,9781119473695,JOHN WILEY,1,US$ 135,,https://www.wiley.com/en-in/Ultra+Dense+Networks+for+5G+and+Beyond%3A+Modelling%2C+Analysis%2C+and+Applications-p-9781119473718,
,UNDERSTANDABLE ELECTRIC CIRCUITS: KEY CONCEPTS,Wang,ECE,2019,2nd,9781785616976,IET PUBLISHING,1,BP 120,,https://shop.theiet.org/understandable-electric-circuits-2nd-edition,
,UNDERSTANDING DATA COMMUNICATIONS AND NETWORKS,SHAY WILLIAM A.,ECE,2019,3rd,9788178001791,BS PUBLICATIONS,1,,Rs. 695,https://bspublications.net/book_detail.php?bid=378,
,UNDERSTANDING ELECTRIC UTILITIES AND DE-REGULATION, Lee Willis,ECE,2019,2nd,9780367269937,T&F/INDIA,1,,Rs. 3495,https://www.routledge.com/Understanding-Electric-Utilities-and-De-Regulation/Willis-Philipson/p/book/9780367392048,
,Variable Frequency Transformers For Large Scale Power Systems: Theory And Applications,Chen,ECE,2018,,9781119128977,Wiley,1,US$ 135,,https://www.wiley.com/en-mn/Variable+Frequency+Transformers+for+Large+Scale+Power+Systems+Interconnection%3A+Theory+and+Applications-p-9781119129080,
,VIBRATION OF CONTINUOUS SYSTEMS,RAO S.S.,ECE,2019,2nd,9781119424147,WILEY,1,US$ 139.95,,https://www.wiley.com/en-mn/Vibration+of+Continuous+Systems%2C+2nd+Edition-p-9781119424147,
,VISIBLE LIGHT COMMUNICATION BASED INDOOR LOCALIZATION,KAVEHRAD,ECE,2020,1st,9781138617476,T&F/CRC PRESS,1,BP 100,,https://www.routledge.com/Visible-Light-Communication-Based-Indoor-Localization/Kavehrad-Aminikashani/p/book/9781138617476,
