id,title,author,subject,year_of_publication,edition,ISBN,publisher,seller,price_foreign_currency,price_indian_currency,link,medium
,Software Development Measurement Programs,"Miroslaw Staron, Wilhelm Meding",CSE,2018,1st ed. 2018,978-3-319-91836-5,Springer Nature,3,,,,ELECTRONIC
,Descriptional Complexity of Formal Systems,"Stavros Konstantinidis, Giovanni Pighizzini",CSE,2018,1st ed. 2018,978-3-319-94631-3,Springer Nature,3,,,,ELECTRONIC
,Cloud Computing and Service Science,"Donald Ferguson, Víctor Méndez Muñoz, Jorge Cardoso, Markus Helfert, Claus Pahl",CSE,2018,1st ed. 2018,978-3-319-94959-8,Springer Nature,3,,,,ELECTRONIC
,"Augmented Reality, Virtual Reality, and Computer Graphics","Lucio Tommaso De Paolis, Patrick Bourdot",CSE,2018,1st ed. 2018,978-3-319-95270-3,Springer Nature,3,,,,ELECTRONIC
,"Augmented Reality, Virtual Reality, and Computer Graphics","Lucio Tommaso De Paolis, Patrick Bourdot",CSE,2018,1st ed. 2018,978-3-319-95282-6,Springer Nature,3,,,,ELECTRONIC
,Datenstrukturen und Algorithmen,"Ralf Hartmut Güting, Stefan Dieker",CSE,2018,4. Aufl. 2018,978-3-658-04676-7,Springer Nature,3,,,,ELECTRONIC
,Point-of-Interest Recommendation in Location-Based Social Networks,"Shenglin Zhao, Michael R. Lyu, Irwin King",CSE,2018,1st ed. 2018,978-981-13-1349-3,Springer Nature,3,,,,ELECTRONIC
,Neural Networks in Unity,"Abhishek Nandy, Manisha Biswas",CSE,2018,1st ed.,978-1-4842-3673-4,Springer Nature,3,,,,ELECTRONIC
,Robotic Grasping and Manipulation,"Yu Sun, Joe Falco",CSE,2018,1st ed. 2018,978-3-319-94568-2,Springer Nature,3,,,,ELECTRONIC
,Business Intelligence and Big Data,Esteban Zimányi,CSE,2018,1st ed. 2018,978-3-319-96655-7,Springer Nature,3,,,,ELECTRONIC
,Queueing Theory and Network Applications,"Yutaka Takahashi, Tuan Phung-Duc, Sabine Wittevrongel, Wuyi Yue",CSE,2018,1st ed. 2018,978-3-319-93736-6,Springer Nature,3,,,,ELECTRONIC
,Mathematical Software – ICMS 2018,"James H. Davenport, Manuel Kauers, George Labahn, Josef Urban",CSE,2018,1st ed. 2018,978-3-319-96418-8,Springer Nature,3,,,,ELECTRONIC
,High Performance Computing in Science and Engineering,"Tomáš Kozubek, Martin Čermák, Petr Tichý, Radim Blaheta, Jakub Šístek, Dalibor Lukáš, Jiří Jaroš",CSE,2018,1st ed. 2018,978-3-319-97136-0,Springer Nature,3,,,,ELECTRONIC
,Computernetze kompakt,Christian Baun,CSE,2018,4. Aufl. 2018,978-3-662-57469-0,Springer Nature,3,,,,ELECTRONIC
,Combinatorial Optimization,"Jon Lee, Giovanni Rinaldi, A. Ridha Mahjoub",CSE,2018,1st ed. 2018,978-3-319-96151-4,Springer Nature,3,,,,ELECTRONIC
,Fundamentals of Software Culture,"Zheng Qin, Huidi Zhang, Xin Qin, Kaiping Xu, Kouemo Ngayo Anatoli Dimitrov, Guolong Wang, Wenhui Yu",CSE,2018,1st ed. 2018,978-981-13-0701-0,Springer Nature,3,,,,ELECTRONIC
,Recent Advances in Applications of Computational and Fuzzy Mathematics,"Snehashish Chakraverty, Sanjeewa Perera",CSE,2018,1st ed. 2018,978-981-13-1153-6,Springer Nature,3,,,,ELECTRONIC
,Practical Bot Development,Szymon Rozga,CSE,2018,1st ed.,978-1-4842-3540-9,Springer Nature,3,,,,ELECTRONIC
,Applied Scientific Computing,"Peter R. Turner, Thomas Arildsen, Kathleen Kavanagh",CSE,2018,1st ed. 2018,978-3-319-89575-8,Springer Nature,3,,,,ELECTRONIC
,Web and Big Data,"Yi Cai, Yoshiharu Ishikawa, Jianliang Xu",CSE,2018,1st ed. 2018,978-3-319-96890-2,Springer Nature,3,,,,ELECTRONIC
,Hybride Testumgebungen für Kritische Infrastrukturen,Olof Leps,CSE,2018,1. Aufl. 2018,978-3-658-22614-5,Springer Nature,3,,,,ELECTRONIC
,The Kitty Hawk Venture,"Jeffrey Scheaffer, Aruna Ravichandran, Alex Martins",CSE,2018,1st ed.,978-1-4842-3661-1,Springer Nature,3,,,,ELECTRONIC
,REST API Development with Node.js ,Fernando Doglio,CSE,2018,2nd ed.,978-1-4842-3715-1,Springer Nature,3,,,,ELECTRONIC
,Learn Raspberry Pi Programming with Python,Wolfram Donat,CSE,2018,2nd ed.,978-1-4842-3769-4,Springer Nature,3,,,,ELECTRONIC
,Principles of Modeling,"Marten Lohstroh, Patricia Derler, Marjan Sirjani",CSE,2018,1st ed. 2018,978-3-319-95246-8,Springer Nature,3,,,,ELECTRONIC
,Web and Big Data,"Yi Cai, Yoshiharu Ishikawa, Jianliang Xu",CSE,2018,1st ed. 2018,978-3-319-96893-3,Springer Nature,3,,,,ELECTRONIC
,Übungsbuch Automaten und formale Sprachen,Stefan O. Knapp,CSE,2018,1. Aufl. 2018,978-3-658-22696-1,Springer Nature,3,,,,ELECTRONIC
,Digitalisierung im Handel,"Marc Knoppe, Martin Wild",CSE,2018,1. Aufl. 2018,978-3-662-55257-5,Springer Nature,3,,,,ELECTRONIC
,Scalability Patterns,Chander Dhall,CSE,2018,1st ed.,978-1-4842-1073-4,Springer Nature,3,,,,ELECTRONIC
,Practical Microsoft Azure IaaS,Shijimol Ambi Karthikeyan,CSE,2018,1st ed.,978-1-4842-3763-2,Springer Nature,3,,,,ELECTRONIC
,Personal Finance with Python,Max Humber,CSE,2018,1st ed.,978-1-4842-3802-8,Springer Nature,3,,,,ELECTRONIC
,Handbook of Big Data Analytics,"Wolfgang Karl Härdle, Henry Horng-Shing Lu, Xiaotong Shen",CSE,2018,1st ed. 2018,978-3-319-18284-1,Springer Nature,3,,,,ELECTRONIC
,Computational Matter,"Susan Stepney, Steen Rasmussen, Martyn Amos",CSE,2018,1st ed. 2018,978-3-319-65826-1,Springer Nature,3,,,,ELECTRONIC
,Funology 2,"Mark Blythe, Andrew Monk",CSE,2018,2nd ed. 2018,978-3-319-68213-6,Springer Nature,3,,,,ELECTRONIC
,Online Harassment,Jennifer Golbeck,CSE,2018,1st ed. 2018,978-3-319-78583-7,Springer Nature,3,,,,ELECTRONIC
,The Web Was Done by Amateurs,Marco Aiello,CSE,2018,1st ed. 2018,978-3-319-90008-7,Springer Nature,3,,,,ELECTRONIC
,Cybersecurity in Germany,"Martin Schallbruch, Isabel Skierka",CSE,2018,1st ed. 2018,978-3-319-90014-8,Springer Nature,3,,,,ELECTRONIC
,Semantic Modeling and Enrichment of Mobile and WiFi Network Data,Abdulbaki Uzun,CSE,2019,1st ed. 2019,978-3-319-90769-7,Springer Nature,3,,,,ELECTRONIC
,RADIO--Robots in Assisted Living,"Vangelis Karkaletsis, Stasinos Konstantopoulos, Nikolaos S. Voros, Roberta Annicchiarico, Maria Dagioglou, Christos P. Antonopoulos",CSE,2019,1st ed. 2019,978-3-319-92330-7,Springer Nature,3,,,,ELECTRONIC
,"Interoperability, Safety and Security in IoT","Giancarlo Fortino, Carlos E. Palau, Antonio Guerrieri, Nora Cuppens, Frédéric Cuppens, Hakima Chaouchi, Alban Gabillon",CSE,2018,1st ed. 2018,978-3-319-93797-7,Springer Nature,3,,,,ELECTRONIC
,Collaboration in the Digital Age,"Kai Riemer, Stefan Schellhammer, Michaela Meinert",CSE,2019,1st ed. 2019,978-3-319-94487-6,Springer Nature,3,,,,ELECTRONIC
,Blended Learning. Enhancing Learning Success,"Simon K.S. Cheung, Lam-for Kwok, Kenichi Kubota, Lap-Kei Lee, Jumpei Tokito",CSE,2018,1st ed. 2018,978-3-319-94505-7,Springer Nature,3,,,,ELECTRONIC
,Social Internet of Things,"Alessandro Soro, Margot Brereton, Paul Roe",CSE,2019,1st ed. 2019,978-3-319-94659-7,Springer Nature,3,,,,ELECTRONIC
,Emerging Technologies in Computing,"Mahdi H. Miraz, Peter Excell, Andrew Ware, Safeeullah Soomro, Maaruf Ali",CSE,2018,1st ed. 2018,978-3-319-95450-9,Springer Nature,3,,,,ELECTRONIC
,Machine Learning for Dynamic Software Analysis: Potentials and Limits,"Amel Bennaceur, Reiner Hähnle, Karl Meinke",CSE,2018,1st ed. 2018,978-3-319-96562-8,Springer Nature,3,,,,ELECTRONIC
,Towards Autonomous Robotic Systems,"Manuel Giuliani, Tareq Assaf, Maria Elena Giannaccini",CSE,2018,1st ed. 2018,978-3-319-96728-8,Springer Nature,3,,,,ELECTRONIC
,Digital Economy. Emerging Technologies and Business Innovation,"Mohamed Anis Bach Tobji, Rim Jallouli, Yamen Koubaa, Anton Nijholt",CSE,2018,1st ed. 2018,978-3-319-97749-2,Springer Nature,3,,,,ELECTRONIC
,Cybersecurity Best Practices,"Michael Bartsch, Stefanie Frey",CSE,2018,1. Aufl. 2018,978-3-658-21655-9,Springer Nature,3,,,,ELECTRONIC
,Pathological Brain Detection,"Shui-Hua Wang, Yu-Dong Zhang, Zhengchao Dong, Preetha Phillips",CSE,2018,1st ed. 2018,978-981-10-4026-9,Springer Nature,3,,,,ELECTRONIC
,Computational Intelligence and Intelligent Systems,"Kangshun Li, Wei Li, Zhangxing Chen, Yong Liu",CSE,2018,1st ed. 2018,978-981-13-1648-7,Springer Nature,3,,,,ELECTRONIC
,Computational Intelligence and Intelligent Systems,"Kangshun Li, Wei Li, Zhangxing Chen, Yong Liu",CSE,2018,1st ed. 2018,978-981-13-1651-7,Springer Nature,3,,,,ELECTRONIC
,"Smart Societies, Infrastructure, Technologies and Applications","Rashid Mehmood, Budhendra Bhaduri, Iyad Katib, Imrich Chlamtac",CSE,2018,1st ed. 2018,978-3-319-94180-6,Springer Nature,3,,,,ELECTRONIC
,Sailing Routes in the World of Computation,"Florin Manea, Russell G. Miller, Dirk Nowotka",CSE,2018,1st ed. 2018,978-3-319-94418-0,Springer Nature,3,,,,ELECTRONIC
,Implementation and Application of Automata,Cezar Câmpeanu,CSE,2018,1st ed. 2018,978-3-319-94812-6,Springer Nature,3,,,,ELECTRONIC
,Applications of Big Data Analytics,"Mohammed M. Alani, Hissam Tawfik, Mohammed Saeed, Obinna Anya",CSE,2018,1st ed. 2018,978-3-319-76472-6,Springer Nature,3,,,,ELECTRONIC
,Future Telco,Peter Krüssel,CSE,2019,1st ed. 2019,978-3-319-77724-5,Springer Nature,3,,,,ELECTRONIC
,Implementing Integrated Business Planning,"Robert Kepczynski, Alecsandra Dimofte, Raghav Jandhyala, Ganesh Sankaran, Andrew Boyle",CSE,2019,1st ed. 2019,978-3-319-90095-7,Springer Nature,3,,,,ELECTRONIC
,Internet and Distributed Computing Systems,"Giancarlo Fortino, A.B.M. Shawkat Ali, Mukaddim Pathan, Antonio Guerrieri, Giuseppe Di Fatta",CSE,2018,1st ed. 2018,978-3-319-97795-9,Springer Nature,3,,,,ELECTRONIC
,Proceedings of the Second International Conference on Computational Intelligence and Informatics ,"Vikrant Bhateja, João Manuel R.S. Tavares, B. Padmaja Rani, V. Kamakshi Prasad, K. Srujan Raju",CSE,2018,1st ed. 2018,978-981-10-8228-3,Springer Nature,3,,,,ELECTRONIC
,Data and Energy Integrated Communication Networks,"Jie Hu, Kun Yang",CSE,2018,1st ed. 2018,978-981-13-0116-2,Springer Nature,3,,,,ELECTRONIC
,Mobile and Wireless Technology 2018,"Kuinam J. Kim, Hyuncheol Kim",CSE,2019,1st ed. 2019,978-981-13-1059-1,Springer Nature,3,,,,ELECTRONIC
,Computers Supported Education,"Paula Escudeiro, Gennaro Costagliola, Susan Zvacek, James Uhomoibhi, Bruce M. McLaren",CSE,2018,1st ed. 2018,978-3-319-94640-5,Springer Nature,3,,,,ELECTRONIC
,Brain-Machine Interfaces for Assistance and Rehabilitation of People with Reduced Mobility,Enrique Hortal,CSE,2019,1st ed. 2019,978-3-319-95705-0,Springer Nature,3,,,,ELECTRONIC
,Additive Serienfertigung,"Roland Lachmayer, Rene Bastian Lippert, Stefan Kaierle",CSE,2018,1. Aufl. 2018,978-3-662-56463-9,Springer Nature,3,,,,ELECTRONIC
,Fourier Analysis—A Signal Processing Approach,D. Sundararajan,CSE,2018,1st ed. 2018,978-981-13-1693-7,Springer Nature,3,,,,ELECTRONIC
,Practical Docker with Python,Sathyajith Bhat,CSE,2018,1st ed.,978-1-4842-3784-7,Springer Nature,3,,,,ELECTRONIC
,Health Informatics on FHIR: How HL7's New API is Transforming Healthcare ,Mark L. Braunstein,CSE,2018,1st ed. 2018,978-3-319-93414-3,Springer Nature,3,,,,ELECTRONIC
,Security and Privacy in Smart Grid,"Asmaa Abdallah, Xuemin Shen",CSE,2018,1st ed. 2018,978-3-319-93677-2,Springer Nature,3,,,,ELECTRONIC
,Resonant Scattering and Generation of Waves,"Lutz Angermann, Vasyl V. Yatsyk",CSE,2019,1st ed. 2019,978-3-319-96301-3,Springer Nature,3,,,,ELECTRONIC
,Knowledge Management and Acquisition for Intelligent Systems,"Kenichi Yoshida, Maria Lee",CSE,2018,1st ed. 2018,978-3-319-97289-3,Springer Nature,3,,,,ELECTRONIC
,Grundwissen Elektrotechnik und Elektronik,Leonhard Stiny,CSE,2018,7. Aufl. 2018,978-3-658-18319-6,Springer Nature,3,,,,ELECTRONIC
,Theoretische Informatik,"Lutz Priese, Katrin Erk",CSE,2018,4. Aufl. 2018,978-3-662-57409-6,Springer Nature,3,,,,ELECTRONIC
,Formal Grammar 2018,"Annie Foret, Greg Kobele, Sylvain Pogodalla",CSE,2018,1st ed. 2018,978-3-662-57784-4,Springer Nature,3,,,,ELECTRONIC
,Mining Over Air: Wireless Communication Networks Analytics,"Ye Ouyang, Mantian Hu, Alexis Huet, Zhongyuan Li",CSE,2018,1st ed. 2018,978-3-319-92312-3,Springer Nature,3,,,,ELECTRONIC
,Mechanism Transitions in Publish/Subscribe Systems           ,Björn Richerzhagen,CSE,2019,1st ed. 2019,978-3-319-92570-7,Springer Nature,3,,,,ELECTRONIC
,"3D Visual Content Creation, Coding and Delivery","Pedro Amado Assunção, Atanas Gotchev",CSE,2019,1st ed. 2019,978-3-319-77842-6,Springer Nature,3,,,,ELECTRONIC
,Learning from Data Streams in Evolving Environments,Moamar Sayed-Mouchaweh,CSE,2019,1st ed. 2019,978-3-319-89803-2,Springer Nature,3,,,,ELECTRONIC
,Capability Management in Digital Enterprises,"Kurt Sandkuhl, Janis Stirna",CSE,2018,1st ed. 2018,978-3-319-90424-5,Springer Nature,3,,,,ELECTRONIC
,Universal Coding and Order Identification by Model Selection Methods,Élisabeth Gassiat,CSE,2018,1st ed. 2018,978-3-319-96262-7,Springer Nature,3,,,,ELECTRONIC
,Advances in Databases and Information Systems,"András Benczúr, Bernhard Thalheim, Tomáš Horváth",CSE,2018,1st ed. 2018,978-3-319-98398-1,Springer Nature,3,,,,ELECTRONIC
,Knowledge Management in Organizations,"Lorna Uden, Branislav Hadzima, I-Hsien Ting",CSE,2018,1st ed. 2018,978-3-319-95204-8,Springer Nature,3,,,,ELECTRONIC
,Learning Technology for Education Challenges,"Lorna Uden, Dario Liberona, Jozef Ristvej",CSE,2018,1st ed. 2018,978-3-319-95522-3,Springer Nature,3,,,,ELECTRONIC
,Mobile Web and Intelligent Information Systems,"Muhammad Younas, Irfan Awan, George Ghinea, Marisa Catalan Cid",CSE,2018,1st ed. 2018,978-3-319-97163-6,Springer Nature,3,,,,ELECTRONIC
,PRICAI 2018: Trends in Artificial Intelligence,"Xin Geng, Byeong-Ho Kang",CSE,2018,1st ed. 2018,978-3-319-97304-3,Springer Nature,3,,,,ELECTRONIC
,PRICAI 2018: Trends in Artificial Intelligence,"Xin Geng, Byeong-Ho Kang",CSE,2018,1st ed. 2018,978-3-319-97310-4,Springer Nature,3,,,,ELECTRONIC
,Logical Foundations of Cyber-Physical Systems,André Platzer,CSE,2018,1st ed. 2018,978-3-319-63588-0,Springer Nature,3,,,,ELECTRONIC
,Hybrid Metaheuristics for Image Analysis,Siddhartha Bhattacharyya,CSE,2018,1st ed. 2018,978-3-319-77625-5,Springer Nature,3,,,,ELECTRONIC
,"Cognitive Radio, Mobile Communications and Wireless Networks","Mubashir Husain Rehmani, Riadh Dhaou",CSE,2019,1st ed. 2019,978-3-319-91002-4,Springer Nature,3,,,,ELECTRONIC
,System Performance and Management Analytics,"P. K. Kapur, Yury Klochkov, Ajit Kumar Verma, Gurinder Singh",CSE,2019,1st ed. 2019,978-981-10-7323-6,Springer Nature,3,,,,ELECTRONIC
,MySQL Connector/Python Revealed,Jesper Wisborg Krogh,CSE,2018,1st ed.,978-1-4842-3694-9,Springer Nature,3,,,,ELECTRONIC
,Pro iOS Security and Forensics,Eric Butow,CSE,2018,1st ed.,978-1-4842-3757-1,Springer Nature,3,,,,ELECTRONIC
,The Discrete Math Workbook,"Sergei Kurgalin, Sergei Borzunov",CSE,2018,1st ed. 2018,978-3-319-92645-2,Springer Nature,3,,,,ELECTRONIC
,Managing Data From Knowledge Bases: Querying and Extraction,"Wei Emma Zhang, Quan Z. Sheng",CSE,2018,1st ed. 2018,978-3-319-94935-2,Springer Nature,3,,,,ELECTRONIC
,Fundamentals of Digital Forensics,Joakim Kävrestad,CSE,2018,1st ed. 2018,978-3-319-96319-8,Springer Nature,3,,,,ELECTRONIC
,Control Strategies and Co-Design of Networked Control Systems ,"Héctor Benítez-Pérez, Jorge L. Ortega-Arjona, Paul E. Méndez-Monroy, Ernesto Rubio-Acosta, Oscar A. Esquivel-Flores",CSE,2019,1st ed. 2019,978-3-319-97044-8,Springer Nature,3,,,,ELECTRONIC
,The Robot and Us,Maria Chiara Carrozza,CSE,2019,1st ed. 2019,978-3-319-97767-6,Springer Nature,3,,,,ELECTRONIC
,Online Social Media Content Delivery,"Zhi Wang, Wenwu Zhu, Shiqiang Yang",CSE,2018,1st ed. 2018,978-981-10-2774-1,Springer Nature,3,,,,ELECTRONIC
,Advanced Social Interaction with Agents ,"Maxine Eskenazi, Laurence Devillers, Joseph Mariani",CSE,2019,1st ed. 2019,978-3-319-92108-2,Springer Nature,3,,,,ELECTRONIC
,Machine Learning,"RODRIGO F MELLO, Moacir Antonelli Ponti",CSE,2018,1st ed. 2018,978-3-319-94989-5,Springer Nature,3,,,,ELECTRONIC
,Intelligent Computer Mathematics,"Florian Rabe, William M. Farmer, Grant O. Passmore, Abdou Youssef",CSE,2018,1st ed. 2018,978-3-319-96812-4,Springer Nature,3,,,,ELECTRONIC
,From Animals to Animats 15,"Poramate Manoonpong, Jørgen Christian Larsen, Xiaofeng Xiong, John Hallam, Jochen Triesch",CSE,2018,1st ed. 2018,978-3-319-97628-0,Springer Nature,3,,,,ELECTRONIC
,Artificial General Intelligence,"Matthew Iklé, Arthur Franz, Rafal Rzepka, Ben Goertzel",CSE,2018,1st ed. 2018,978-3-319-97676-1,Springer Nature,3,,,,ELECTRONIC
,The Semantic Web: ESWC 2018 Satellite Events,"Aldo Gangemi, Anna Lisa Gentile, Andrea Giovanni Nuzzolese, Sebastian Rudolph, Maria Maleshkova, Heiko Paulheim, Jeff Z Pan, Mehwish Alam",CSE,2018,1st ed. 2018,978-3-319-98192-5,Springer Nature,3,,,,ELECTRONIC
,Transactions on Large-Scale Data- and Knowledge-Centered Systems XXXVII,"Abdelkader Hameurlain, Roland Wagner",CSE,2018,1st ed. 2018,978-3-662-57932-9,Springer Nature,3,,,,ELECTRONIC
,Data Science and Big Data Analytics,"Durgesh Kumar Mishra, Xin-She Yang, Aynur Unal",CSE,2019,1st ed. 2019,978-981-10-7641-1,Springer Nature,3,,,,ELECTRONIC
,Cognitively Inspired Natural Language Processing,"Abhijit Mishra, Pushpak Bhattacharyya",CSE,2018,1st ed. 2018,978-981-13-1516-9,Springer Nature,3,,,,ELECTRONIC
,Artificial Intelligence,"Zhi-Hua Zhou, Qiang Yang, Yang Gao, Yu Zheng",CSE,2018,1st ed. 2018,978-981-13-2122-1,Springer Nature,3,,,,ELECTRONIC
,An Introduction to Random Currents and Their Applications,Vincenzo Capasso,CSE,2018,1st ed. 2018,978-3-319-94577-4,Springer Nature,3,,,,ELECTRONIC
,Intelligent Robotics and Applications,"Zhiyong Chen, Alexandre Mendes, Yamin Yan, Shifeng Chen",CSE,2018,1st ed. 2018,978-3-319-97586-3,Springer Nature,3,,,,ELECTRONIC
,Applied Analytics through Case Studies Using SAS and R,Deepti Gupta,CSE,2018,1st ed.,978-1-4842-3525-6,Springer Nature,3,,,,ELECTRONIC
,The Linux Philosophy for SysAdmins,David Both,CSE,2018,1st ed.,978-1-4842-3730-4,Springer Nature,3,,,,ELECTRONIC
,Low-Rank Approximation,Ivan Markovsky,CSE,2019,2nd ed. 2019,978-3-319-89620-5,Springer Nature,3,,,,ELECTRONIC
,Energy Limits in Computation,"Craig S. Lent, Alexei O. Orlov, Wolfgang Porod, Gregory L. Snider",CSE,2019,1st ed. 2019,978-3-319-93458-7,Springer Nature,3,,,,ELECTRONIC
,VoIP Technology: Applications and Challenges,"Tamal Chakraborty, Iti Saha Misra, Ramjee Prasad",CSE,2019,1st ed. 2019,978-3-319-95594-0,Springer Nature,3,,,,ELECTRONIC
,Intelligent Robotics and Applications,"Zhiyong Chen, Alexandre Mendes, Yamin Yan, Shifeng Chen",CSE,2018,1st ed. 2018,978-3-319-97589-4,Springer Nature,3,,,,ELECTRONIC
,Knowledge-Based Software Engineering: 2018,"Maria Virvou, Fumihiro Kumeno, Konstantinos Oikonomou",CSE,2019,1st ed. 2019,978-3-319-97679-2,Springer Nature,3,,,,ELECTRONIC
,Higher Education for All. From Challenges to Novel Technology-Enhanced Solutions,"Alexandra I. Cristea, Ig Ibert Bittencourt, Fernanda Lima",CSE,2018,1st ed. 2018,978-3-319-97934-2,Springer Nature,3,,,,ELECTRONIC
,Proceedings of the 20th Congress of the International Ergonomics Association (IEA 2018),"Sebastiano Bagnara, Riccardo Tartaglia, Sara Albolino, Thomas Alexander, Yushi Fujita",CSE,2019,1st ed. 2019,978-3-319-96059-3,Springer Nature,3,,,,ELECTRONIC
,Proceedings of the 20th Congress of the International Ergonomics Association (IEA 2018),"Sebastiano Bagnara, Riccardo Tartaglia, Sara Albolino, Thomas Alexander, Yushi Fujita",CSE,2019,1st ed. 2019,978-3-319-96065-4,Springer Nature,3,,,,ELECTRONIC
,Proceedings of the 20th Congress of the International Ergonomics Association (IEA 2018),"Sebastiano Bagnara, Riccardo Tartaglia, Sara Albolino, Thomas Alexander, Yushi Fujita",CSE,2019,1st ed. 2019,978-3-319-96074-6,Springer Nature,3,,,,ELECTRONIC
,Proceedings of the 20th Congress of the International Ergonomics Association (IEA 2018),"Sebastiano Bagnara, Riccardo Tartaglia, Sara Albolino, Thomas Alexander, Yushi Fujita",CSE,2019,1st ed. 2019,978-3-319-96080-7,Springer Nature,3,,,,ELECTRONIC
,Proceedings of the 20th Congress of the International Ergonomics Association (IEA 2018),"Sebastiano Bagnara, Riccardo Tartaglia, Sara Albolino, Thomas Alexander, Yushi Fujita",CSE,2019,1st ed. 2019,978-3-319-96083-8,Springer Nature,3,,,,ELECTRONIC
,Proceedings of the 20th Congress of the International Ergonomics Association (IEA 2018),"Sebastiano Bagnara, Riccardo Tartaglia, Sara Albolino, Thomas Alexander, Yushi Fujita",CSE,2019,1st ed. 2019,978-3-319-96089-0,Springer Nature,3,,,,ELECTRONIC
,The Making of a New Science,Giorgio Ausiello,CSE,2018,1st ed. 2018,978-3-319-62680-2,Springer Nature,3,,,,ELECTRONIC
,Proceedings of the 20th Congress of the International Ergonomics Association (IEA 2018),"Sebastiano Bagnara, Riccardo Tartaglia, Sara Albolino, Thomas Alexander, Yushi Fujita",CSE,2019,1st ed. 2019,978-3-319-96077-7,Springer Nature,3,,,,ELECTRONIC
,Computer Security,"Javier Lopez, Jianying Zhou, Miguel Soriano",CSE,2018,1st ed. 2018,978-3-319-98989-1,Springer Nature,3,,,,ELECTRONIC
,Database and Expert Systems Applications,"Mourad Elloumi, Michael Granitzer, Abdelkader Hameurlain, Christin Seifert, Benno Stein, A Min Tjoa, Roland Wagner",CSE,2018,1st ed. 2018,978-3-319-99133-7,Springer Nature,3,,,,ELECTRONIC
,Das Gespinst der Digitalisierung,Ulrich Sendler,CSE,2018,1. Aufl. 2018,978-3-658-21897-3,Springer Nature,3,,,,ELECTRONIC
,Autonomy and Unmanned Vehicles,"Somaiyeh MahmoudZadeh, David M.W. Powers, Reza Bairam Zadeh",CSE,2019,1st ed. 2019,978-981-13-2245-7,Springer Nature,3,,,,ELECTRONIC
,Enterprise DevOps Framework,Shamayel M. Farooqui,CSE,2018,1st ed.,978-1-4842-3612-3,Springer Nature,3,,,,ELECTRONIC
,Intelligent Computing Theories and Application,"De-Shuang Huang, Vitoantonio Bevilacqua, Prashan Premaratne, Phalguni Gupta",CSE,2018,1st ed. 2018,978-3-319-95930-6,Springer Nature,3,,,,ELECTRONIC
,Intelligent Computing Theories and Application,"De-Shuang Huang, Kang-Hyun Jo, Xiao-Long Zhang",CSE,2018,1st ed. 2018,978-3-319-95933-7,Springer Nature,3,,,,ELECTRONIC
,Intelligent Computing Methodologies,"De-Shuang Huang, M. Michael Gromiha, Kyungsook Han, Abir Hussain",CSE,2018,1st ed. 2018,978-3-319-95957-3,Springer Nature,3,,,,ELECTRONIC
,Proceedings of the 20th Congress of the International Ergonomics Association (IEA 2018),"Sebastiano Bagnara, Riccardo Tartaglia, Sara Albolino, Thomas Alexander, Yushi Fujita",CSE,2019,1st ed. 2019,978-3-319-96068-5,Springer Nature,3,,,,ELECTRONIC
,Proceedings of the 20th Congress of the International Ergonomics Association (IEA 2018),"Sebastiano Bagnara, Riccardo Tartaglia, Sara Albolino, Thomas Alexander, Yushi Fujita",CSE,2019,1st ed. 2019,978-3-319-96098-2,Springer Nature,3,,,,ELECTRONIC
,Simulation Science,"Marcus Baum, Gunther Brenner, Jens Grabowski, Thomas Hanschke, Stefan Hartmann, Anita Schöbel",CSE,2018,1st ed. 2018,978-3-319-96271-9,Springer Nature,3,,,,ELECTRONIC
,Advances in Information and Computer Security,"Atsuo Inomata, Kan Yasuda",CSE,2018,1st ed. 2018,978-3-319-97916-8,Springer Nature,3,,,,ELECTRONIC
,"Datenschutz – Konzepte, Algorithmen und Anwendung",Markus von Rimscha,CSE,2018,1. Aufl. 2018,978-3-658-22046-4,Springer Nature,3,,,,ELECTRONIC
,Machine Intelligence and Signal Analysis,"M. Tanveer, Ram Bilas Pachori",CSE,2019,1st ed. 2019,978-981-13-0923-6,Springer Nature,3,,,,ELECTRONIC
,Biometric Recognition,"Jie Zhou, Yunhong Wang, Zhenan Sun, Zhenhong Jia, Jianjiang Feng, Shiguang Shan, Kurban Ubul, Zhenhua Guo",CSE,2018,1st ed. 2018,978-3-319-97909-0,Springer Nature,3,,,,ELECTRONIC
,Database and Expert Systems Applications,"Sven Hartmann, Hui Ma, Abdelkader Hameurlain, Günther Pernul, Roland R. Wagner",CSE,2018,1st ed. 2018,978-3-319-98809-2,Springer Nature,3,,,,ELECTRONIC
,Cosmos DB for MongoDB Developers,Manish Sharma,CSE,2018,1st ed.,978-1-4842-3682-6,Springer Nature,3,,,,ELECTRONIC
,"Build, Run, and Sell Your Apple Consulting Practice",Charles Edge,CSE,2018,1st ed.,978-1-4842-3835-6,Springer Nature,3,,,,ELECTRONIC
,Second Handbook of Information Technology in Primary and Secondary Education ,"Joke Voogt, Gerald Knezek, Rhonda Christensen, Kwok-Wing Lai",CSE,2018,1st ed. 2018,978-3-319-71054-9,Springer Nature,3,,,,ELECTRONIC
,"Structural, Syntactic, and Statistical Pattern Recognition","Xiao Bai, Edwin R. Hancock, Tin Kam Ho, Richard C. Wilson, Battista Biggio, Antonio Robles-Kelly",CSE,2018,1st ed. 2018,978-3-319-97785-0,Springer Nature,3,,,,ELECTRONIC
